platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean,engagement_score,like_ratio,comment_ratio,is_viral,title_length,title_word_count,has_question,has_exclamation,title_caps_ratio,creator_tier,month,quarter,year_quarter,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_label,top_keywords,competitors_mentioned,features_mentioned,mentions_competitor,mentions_pain_point
YouTube,lQ8WOKeogas,Sarah Wu,UC1thnvmLI1wFI_ZENTZXwQA,Advice from an MIT admissions officer,2024-06-04,431313,12921,287,PT57S,https://youtube.com/watch?v=lQ8WOKeogas,college admissions process explained,,,111000,Advice from an MIT admissions officer,566263,0.0299573627504851,0.0006654100386494,False,37,6,False,False,0.1081081081081081,Macro,6,2,2024Q2,0.0,0.0,0.0,Neutral,officer|admissions officer|advice|mit|admissions,,,False,False
YouTube,mGvaEPrrMbo,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“How do I choose the right colleges and build an application theme at the SAME TIME?” 📝 (Ep. 1),2025-08-25,429343,19472,66,PT1M25S,https://youtube.com/watch?v=mGvaEPrrMbo,college admissions process explained,,,714000,“How do I choose the right colleges and build an application theme at the SAME TIME?” 📝 (Ep. 1),625383,0.0453530161199786,0.0001537232469144,False,95,19,True,False,0.1157894736842105,Macro,8,3,2025Q3,0.0,0.0,0.0,Neutral,choose|right|build|ep|colleges,,,False,False
YouTube,oRlTyX25m7w,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,How I Published 3 Research Papers in High School (secrets revealed),2024-06-16,425081,22663,361,PT15M21S,https://youtube.com/watch?v=oRlTyX25m7w,how to build college resume high school,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

Guide to publishing research as a high school student. 

Follow me on Instagram: https://www.instagram.com/pratikvangal

Video",102000,How I Published 3 Research Papers in High School (secrets revealed),658931,0.0533145447573521,0.0008492499076646,False,67,11,False,False,0.1044776119402985,Macro,6,2,2024Q2,0.0,0.0,0.0,Neutral,research|high school|high|school,,,False,False
YouTube,e1RACSeqW3U,Career With Riwas ,UCgeOgQcMFGlWUuCe_xAGUeg,Top 10 Central University Under CUET #careerwithriwas #cuet #cuet2023 #cuetexam #centraluniversity,2023-04-12,421565,5687,50,PT28S,https://youtube.com/watch?v=e1RACSeqW3U,college admissions process explained,top 10 central university under CUET|top 5 colleges under CUET|CUET exam full details|CUET exam 2023|CUET exam full information,"In this video I'm going to show top 10 central university under CUET

Your Queries:-
top 10 central university under CUET
top 5 colleges under CUET
CUET exam full details
CUET exam 2023
CUET exam full",12500,Top 10 Central University Under CUET #careerwithriwas #cuet #cuet2023 #cuetexam #centraluniversity,479435,0.0134902091017992,0.0001186056717232,False,98,11,False,False,0.0816326530612244,Mid,4,2,2023Q2,0.2023,0.153,0.0,Positive,cuet|10|university,,,False,False
YouTube,xudcyY06PiI,Jeff Su,UCwAnu01qlnVg1Ai2AbtTMaA,Why Your Cover Letter Gets Rejected (5 MISTAKES TO AVOID),2023-07-18,407823,10797,381,PT6M57S,https://youtube.com/watch?v=xudcyY06PiI,college application mistakes to avoid,Why You Struggle to Write a Strong Cover Letter|5 cover letter mistakes you must avoid with real examples|how not to write a cover letter|mistakes to avoid when writing cover letter|how to write a cover letter,"🎯 My free Job Search Toolkit: https://academy.jeffsu.org/job-search-toolkit?utm_source=youtube&utm_medium=video&utm_campaign=138

📑 Cover letter template and prompts can be found here ➡️ https://www.j",1680000,Why Your Cover Letter Gets Rejected (5 MISTAKES TO AVOID),523413,0.0264747206508705,0.0009342288198556,False,57,10,False,False,0.3684210526315789,Mega,7,3,2023Q3,-0.7603,0.0,0.45,Negative,letter|gets|mistakes avoid|mistakes|avoid,,,False,False
YouTube,0K5r_7KMmRk,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,How to create IVY LEAGUE EXTRACURRICULARS in 5 minutes,2024-05-18,404064,16047,863,PT5M4S,https://youtube.com/watch?v=0K5r_7KMmRk,how to build college resume high school,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,How to create IVY LEAGUE EXTRACURRICULARS in 5 minutes,581794,0.039714005702067,0.0021358002692642,False,54,9,False,False,0.4814814814814814,Mid,5,2,2024Q2,0.2732,0.231,0.0,Positive,create|ivy league|league|ivy|extracurriculars,,,False,False
YouTube,a3pZdJvhlzA,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,Top 3 Activities To Get Into Harvard,2024-06-27,386750,11685,81,PT28S,https://youtube.com/watch?v=a3pZdJvhlzA,how to build college resume high school,harvard,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co
follow me on instagram: https://www.instagram.com/pratik.vangal/
follow me on tiktok: https://www.tiktok.com/@preachingp",102000,Top 3 Activities To Get Into Harvard,505220,0.030213316095669,0.0002094376212023,False,36,7,False,False,0.1666666666666666,Macro,6,2,2024Q2,0.2023,0.265,0.0,Positive,activities|harvard,,,False,False
YouTube,uTLMUijuHvg,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,Getting Into College With NO AWARDS &amp; HONORS,2023-08-21,385761,25285,135,PT1M,https://youtube.com/watch?v=uTLMUijuHvg,best extracurriculars for college,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,Getting Into College With NO AWARDS &amp; HONORS,641311,0.0655457653832295,0.0003499576162442,False,48,8,False,False,0.375,Macro,8,3,2023Q3,0.7034,0.495,0.187,Positive,awards|amp|college,,,False,False
YouTube,HEOGM5qWw84,Helaine Zhao,UCXicAYN7ZovOeynkxfLBUTQ,"STATS &amp; ECS THAT GOT ME INTO HARVARD, MIT, STANFORD, YALE + MORE!! *sat, gpa, aps, awards, ecs",2024-04-12,385283,10782,786,PT8M58S,https://youtube.com/watch?v=HEOGM5qWw84,common app essay that got me accepted,college|college application|stats|extracurriculars|college tips,"hi everyone! Welcome to my video sharing the stats and extracurriculars that got me into colleges like Harvard, MIT, Stanford, Yale, and more. I go over my SAT, GPA, APs, Ranking, Honors, and Extracur",238000,"STATS &amp; ECS THAT GOT ME INTO HARVARD, MIT, STANFORD, YALE + MORE!! *sat, gpa, aps, awards, ecs",508823,0.0279846242891588,0.0020400588658207,False,98,18,False,True,0.4795918367346938,Macro,4,2,2024Q2,0.555,0.183,0.0,Positive,awards|harvard mit|stats|yale|sat,,,False,False
YouTube,XHRp9ngZy1A,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,AVOID THIS College Application MISTAKE,2024-09-23,385039,23000,103,PT48S,https://youtube.com/watch?v=XHRp9ngZy1A,college application mistakes to avoid,College|College admissons|student|high school|AP classes,College App 101 Guide: beacons.ai/mahadthementor,365000,AVOID THIS College Application MISTAKE,617099,0.059734208742491,0.0002675053695859,False,38,5,False,False,0.4736842105263157,Macro,9,3,2024Q3,-0.7241,0.0,0.669,Negative,avoid college|college application|avoid|application|college,,,False,False
YouTube,zx1j-LP_XiA,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?),2025-04-14,380445,17117,571,PT16M44S,https://youtube.com/watch?v=zx1j-LP_XiA,common app essay that got me accepted,Ivy League admissions|how to get into Ivy League|common college application mistakes|Ivy League rejection reasons|college admissions tips,"7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?)

Download my Full Written Course on How to Get Into An Ivy League for FREE: https://www.ultimateivyleagueguide.c",714000,7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?),563035,0.0449920487849754,0.0015008739765274,False,87,15,True,False,0.2298850574712643,Macro,4,2,2025Q2,-0.7603,0.0,0.353,Negative,schools|ivy league|league|mistakes|ivy,,,False,False
YouTube,PngmQZLayZM,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,3 most OVERRATED extracurriculars on college applications,2025-03-05,368492,20197,81,PT51S,https://youtube.com/watch?v=PngmQZLayZM,best extracurriculars for college,,"Most students are wasting so much time on the wrong extracurriculars…

I almost did too—

until I realized that stacking my resume with random clubs and overpriced summer programs wasn’t going to get ",714000,3 most OVERRATED extracurriculars on college applications,572082,0.0548098737557396,0.0002198148128046,False,57,7,False,False,0.1578947368421052,Macro,3,1,2025Q1,0.0,0.0,0.0,Neutral,college applications|applications|extracurriculars|college,,,False,False
YouTube,IYG9HzSEE5Y,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,How to get into Harvard Medical School as an International Student,2023-02-01,367693,9791,399,PT14M38S,https://youtube.com/watch?v=IYG9HzSEE5Y,college admissions process explained,crazy medusa|saloni verma|saloni verma official|how to get into harvard|how to get into harvard from india,"#harvard #studyabroad #scholarships #harvardmedicalschool

Harvard Medical School gives FULL scholarships (100%) to international students, but wait there's a catch- you need to get admitted first! l ",239000,How to get into Harvard Medical School as an International Student,473583,0.02662819254106,0.0010851444003557,False,66,11,False,False,0.0909090909090909,Macro,2,1,2023Q1,0.0,0.0,0.0,Neutral,medical|international|student|school|harvard,,,False,False
YouTube,Bpa-ovGFpd4,Harvard Summer School,UCW2DdLBZCoUcRWH8ILl3uCQ,The Harvard Summer School Experience,2023-09-18,367397,180,0,PT1M48S,https://youtube.com/watch?v=Bpa-ovGFpd4,summer programs for high school students,harvard summer school|harvard summer|harvard|harvard university,Three Harvard Summer School students share what their experience was like studying at Harvard for the summer. Learn more about Harvard’s college programs for high school students: https://summer.harva,6400,The Harvard Summer School Experience,369197,0.0004899332329877,0.0,False,36,5,False,False,0.1388888888888889,Micro,9,3,2023Q3,0.0,0.0,0.0,Neutral,experience|summer|school|harvard,,,False,False
YouTube,-UGpypUrLUg,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,I wrote a successful college essay to Harvard in one hour (and here’s how),2024-07-29,361567,28946,101,PT44S,https://youtube.com/watch?v=-UGpypUrLUg,common app essay that got me accepted,,"HOW I WROTE A SUCCESSFUL HARVARD ESSAY IN ONE HOUR⬇️

Hi! I’m Elise, a current Harvard student and a Forbes-recognized college admissions counselor 👩🏻‍🎓

🔑 If you want an essay that’s streamlined and ",714000,I wrote a successful college essay to Harvard in one hour (and here’s how),653047,0.0800570848556422,0.0002793396521253,False,74,14,False,False,0.027027027027027,Macro,7,3,2024Q3,0.5859,0.257,0.0,Positive,hour|wrote|college essay|essay|harvard,,,False,False
YouTube,MZ0XeefKWoE,Murrad on Run,UCnj05A7-L71QjMPnGabcLJw,"How I Wrote Essays that Got me into STANFORD 🇺🇸, OXFORD 🇬🇧 &amp; ROTMAN 🇨🇦",2024-05-18,355329,19290,435,PT8M23S,https://youtube.com/watch?v=MZ0XeefKWoE,common app essay that got me accepted,college applications|common app essay|common app|college application process|college application essay,"Secrets to crafting compelling essays that got me accepted into Stanford, Oxford, and Rotman! 
In this video, I'll share proven tips and strategies for writing standout university application essays. ",418000,"How I Wrote Essays that Got me into STANFORD 🇺🇸, OXFORD 🇬🇧 &amp; ROTMAN 🇨🇦",556929,0.0542877164543282,0.001224217556124,False,74,15,False,False,0.3378378378378378,Macro,5,2,2024Q2,0.0,0.0,0.0,Neutral,wrote|essays got|got stanford|essays|stanford,,,False,False
YouTube,rwG6Ea5Erbc,Vedantu JEE Made Ejee,UC91RZv71f8p0VV2gaFI07pg,"Lovely Professional University (LPU) | Admission Process, Fees, Placements, Campus | Honest Review",2023-04-19,349412,8296,722,PT24M16S,https://youtube.com/watch?v=rwG6Ea5Erbc,college admissions process explained,lovely professional university|lpu|lpu campus tour|lpu university|lpu review,"🔴 Drishti (JEE 2026) - https://vdnt.in/Fjr8X
🔴 Manthan (JEE 2025) - https://vdnt.in/Fjr9q

⚡For Batch Admission Inquiry Fill the Form: https://vdnt.in/FjraB

🔴 Vedantu Pro Courses Enquiry - https://fo",2460000,"Lovely Professional University (LPU) | Admission Process, Fees, Placements, Campus | Honest Review",446812,0.0237427449543805,0.0020663285748629,False,98,13,False,False,0.1326530612244898,Mega,4,2,2023Q2,0.7964,0.441,0.0,Positive,placements|honest|admission process|fees|review,,,False,False
YouTube,yV8YkwgCp7c,NCAA Championships,UCYbbpwosQ0a2d3ygPpruJ1w,Oklahoma vs. Texas: 2024 Women&#39;s College World Series finals Game 2 | FULL REPLAY,2024-06-09,341996,1501,88,PT2H25M12S,https://youtube.com/watch?v=yV8YkwgCp7c,how to get into college 2024,ncaa|ncaa sports|college sports|softball|ncaa softball,Oklahoma made history by becoming the first NCAA softball team to win four straight national titles after defeating Texas 8-4 in Game 2 of 2024 Women's College World Series championship. Watch the ful,560000,Oklahoma vs. Texas: 2024 Women&#39;s College World Series finals Game 2 | FULL REPLAY,358766,0.004388940221523,0.0002573129510286,False,85,14,False,False,0.2,Macro,6,2,2024Q2,0.0,0.0,0.0,Neutral,world series|women 39|women|series|game,,,False,False
YouTube,_Jde0DPXEYI,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The Personal Statement That Got Me Into EVERY IVY LEAGUE,2024-06-16,341952,16102,254,PT27M34S,https://youtube.com/watch?v=_Jde0DPXEYI,common app essay that got me accepted,ultimate ivy league|personal statement|how to write a personal statement|personal statement example|personal statement samples,"Download my Full Written Course on How to Get Into An Ivy League for FREE: https://www.ultimateivyleagueguide.com

Apply for 1-1 coaching with me if you want the best chance of getting into your dream",714000,The Personal Statement That Got Me Into EVERY IVY LEAGUE,508052,0.0470884802545386,0.0007427943103125,False,56,10,False,False,0.375,Macro,6,2,2024Q2,0.0,0.0,0.0,Neutral,statement|personal|personal statement|ivy league|league,,,False,False
YouTube,m2DeA59qJBo,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Ultimate Guide to Passion Projects (Ep. 11 of Mastering High School),2025-08-13,341290,17104,84,PT1M31S,https://youtube.com/watch?v=m2DeA59qJBo,how to build college resume high school,,,714000,Ultimate Guide to Passion Projects (Ep. 11 of Mastering High School),514010,0.0501157373494681,0.0002461249963374,False,68,11,False,False,0.1176470588235294,Macro,8,3,2025Q3,0.4588,0.231,0.0,Positive,mastering high|mastering|ep|high school|high,,,False,False
YouTube,KucCs85_siQ,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,2024 ESPN COLLEGE FOOTBALL ANTHEM: Get By by Jelly Roll,2024-08-08,336103,5923,389,PT1M34S,https://youtube.com/watch?v=KucCs85_siQ,how to get into college 2024,college football espn|espn college football|college football|college football on espn|espn,"“Get By” by Jelly Roll is the 2024 Season ESPN College Football Anthem.
Pre-save ‘Get By’: https://jellyroll.lnk.to/getby

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://",1330000,2024 ESPN COLLEGE FOOTBALL ANTHEM: Get By by Jelly Roll,403113,0.017622574032365,0.0011573833021424,False,55,10,False,False,0.5272727272727272,Mega,8,3,2024Q3,0.0,0.0,0.0,Neutral,espn college|espn|football|college football|2024,,,False,False
YouTube,lRdw0KOpe4U,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The Extracurriculars Ivy Leagues Look For,2024-11-04,331515,24868,177,PT56S,https://youtube.com/watch?v=lRdw0KOpe4U,best extracurriculars for college,,"THE EXTRACURRICULARS THAT IVY LEAGUES WANT ⬇️

During high school, I thought that joining a bunch of extracurriculars was what admissions officers wanted ⚽️🏊🏻‍♀️🎹🎨

I mean, the more the better…right? ",714000,The Extracurriculars Ivy Leagues Look For,583735,0.0750131969895781,0.0005339124926473,False,41,6,False,False,0.1463414634146341,Macro,11,4,2024Q4,0.0,0.0,0.0,Neutral,ivy|extracurriculars,,,False,False
YouTube,9aNiWy-wEl4,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,Jeremiah Smith HIGHLIGHTS from the 2024-25 College Football Playoff 🎥 | ESPN College Football,2025-05-30,331115,3884,338,PT6M47S,https://youtube.com/watch?v=9aNiWy-wEl4,how to get into college 2024,,"Check out these highlights from Ohio State WR Jeremiah Smith in the Buckeyes' College Football Playoff run that ended in a National Championship. 

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ ",1330000,Jeremiah Smith HIGHLIGHTS from the 2024-25 College Football Playoff 🎥 | ESPN College Football,376715,0.0117300635730788,0.0010207933799435,False,93,14,False,False,0.2258064516129032,Mega,5,2,2025Q2,0.0,0.0,0.0,Neutral,football|college football|espn college|highlights 2024|espn,,,False,False
YouTube,v7ma_3M4p8c,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,College Admissions: INSIDE the Decision Room,2024-06-27,330854,17794,69,PT58S,https://youtube.com/watch?v=v7ma_3M4p8c,college admissions process explained,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,College Admissions: INSIDE the Decision Room,510174,0.0537820307446789,0.0002085512038542,False,44,6,False,False,0.2272727272727272,Macro,6,2,2024Q2,0.0,0.0,0.0,Neutral,decision|college admissions|admissions|college,,,False,False
YouTube,G6PpI2zlcbI,Limmytalks,UCNJS6U4h4oo-0q6OsMpu4Ag,Application of a STANFORD Admitted Student,2023-08-17,330365,8421,128,PT24S,https://youtube.com/watch?v=G6PpI2zlcbI,common app essay that got me accepted,College|college admission|college admission tips|applying to usa|university,"If you're a high school student and want to better understand how strong your application is, what your chances are to 40+ universities, and how to improve your application, go to dreamschool.ai and s",78600,Application of a STANFORD Admitted Student,417135,0.0254899883462231,0.0003874502444266,False,42,6,False,False,0.2619047619047619,Mid,8,3,2023Q3,0.1027,0.259,0.0,Positive,student|stanford|application,,,False,False
YouTube,bqO1daFC8V0,Musa Khana,UCK9xq6UfEZUpIF0JyiL0a3Q,Complete Guide To Come To an American University for CHEAP! | Make your way to Land of opportunity,2023-10-06,319465,7941,262,PT21M56S,https://youtube.com/watch?v=bqO1daFC8V0,college application timeline guide,,"My Email:                       musakhantt@gmail.com
My instagram:               instagram.com/musakhanaa

I usually  post vlogs but wanted to help my fellow peers as situation is getting dire in Paki",89300,Complete Guide To Come To an American University for CHEAP! | Make your way to Land of opportunity,404115,0.0248571831030003,0.0008201211400309,False,98,18,False,True,0.1428571428571428,Mid,10,4,2023Q4,0.4753,0.162,0.0,Positive,way|make|american|complete guide|complete,,,False,False
YouTube,1kXTW7g_NR0,Easy Learn for,UCgvKkvYYEw1QdFhGrBTmhow,Joining Letter in English ✍️ | Simple Format for Job/School/College!#viral #Easylearnfor,2025-08-30,314818,830,4,PT5S,https://youtube.com/watch?v=1kXTW7g_NR0,volunteer opportunities for college apps,,"Quick and easy Joining Letter format in English ✍️
Perfect for Job, School, Teacher & College joining!
👉 Use this simple application anytime.

#JoiningLetter #ApplicationInEnglish #LetterWriting
#Easy",6130,Joining Letter in English ✍️ | Simple Format for Job/School/College!#viral #Easylearnfor,323198,0.0026364439136262,1.2705753800608606e-05,False,88,11,False,True,0.1022727272727272,Micro,8,3,2025Q3,0.0,0.0,0.0,Neutral,letter|job|school|college,,,False,False
YouTube,TTbtn5Tr7Jw,University of California,UCS4C_y9ig7LUb9ZTGn86LOA,UC admissions REACTS to TikTok application advice,2025-11-06,313079,9096,313,PT27M,https://youtube.com/watch?v=TTbtn5Tr7Jw,best extracurriculars for college,university of california|uc|california|application|uc application,"With so many influencers out there talking about how to get into UC, it can be tough to know what's true and what's just plain wrong. UC admissions director Robert Penman sets the record straight.

To",18400,UC admissions REACTS to TikTok application advice,410299,0.0290533699162192,0.0009997476675216,False,49,7,False,False,0.2040816326530612,Mid,11,4,2025Q4,0.0,0.0,0.0,Neutral,uc|advice|application|admissions,,,False,False
YouTube,51YUCwJZE3Q,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,High Acceptance Universities in New York USA with up to 100% Scholarships   #studyinusa,2023-10-02,307805,11498,67,PT12S,https://youtube.com/watch?v=51YUCwJZE3Q,how to choose colleges to apply to,crazy medusa|saloni verma|saloni verma official|saloni verma harvard|indian in USA,"#shorts 
Personal mentorship program: https://www.incognitoblueprints.com/mentorships
College Application (Code: INCOGNITO for 10% off): https://www.incognitoblueprints.com/templates
Crazy Medusa Stud",239000,High Acceptance Universities in New York USA with up to 100% Scholarships #studyinusa,424125,0.0373548187976153,0.0002176702782605,False,85,13,False,False,0.1058823529411764,Macro,10,4,2023Q4,0.4588,0.2,0.0,Positive,universities|new|100|acceptance|usa,,,False,False
YouTube,CCF28EiID48,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Top 10 FREE Summer Programs that Actually Boost College Apps,2025-11-14,296715,9577,44,PT12S,https://youtube.com/watch?v=CCF28EiID48,summer programs for high school students,,"Most students don’t realize that NOW is the best time to strategize your summer plans…

Applications for the summer programs that colleges actually care about have already opened

And their applicatio",714000,Top 10 FREE Summer Programs that Actually Boost College Apps,393365,0.0322767638980166,0.0001482904470619,False,60,10,False,False,0.1833333333333333,Macro,11,4,2025Q4,0.8192,0.549,0.0,Positive,apps|college apps|free|actually|summer programs,,,False,False
YouTube,ZNwobfOrjLg,CFB ON FOX,UCpwix-O6ceqMgdxhqIynzFA,ONE HOUR of Highlights from 2024 College Football Season on FOX!,2025-02-28,292424,1973,75,PT1H3S,https://youtube.com/watch?v=ZNwobfOrjLg,how to get into college 2024,cfb on fox|cfb|college football|fox college football|fs1,"Check out an hours worth of highlights from the 2024 College Football Season on FOX! Check out the best plays from Colorado Buffaloes' Travis Hunter, Shedeur Sanders, Boise State Broncos' RB Ashton Je",356000,ONE HOUR of Highlights from 2024 College Football Season on FOX!,313654,0.0067470522255355,0.0002564768965611,False,64,11,False,True,0.21875,Macro,2,1,2025Q1,0.0,0.0,0.0,Neutral,hour|highlights 2024|football season|season|highlights,,,False,False
YouTube,dlXbTNqOdk4,millie liao,UCP1ethGXE7MD8B9MuVJ35ew,"HOW I GOT INTO YALE, STANFORD, PRINCETON &amp; UCLA/BERKELEY | your one-stop guide to everything college",2023-07-22,290493,10601,226,PT21M3S,https://youtube.com/watch?v=dlXbTNqOdk4,common app essay that got me accepted,,"Please don't actually ship and courier me to your house to interrogate me about college!! Have this video as an offering of peace instead :) 

In this video, I'll break down my entire process of prepa",437000,"HOW I GOT INTO YALE, STANFORD, PRINCETON &amp; UCLA/BERKELEY | your one-stop guide to everything college",401023,0.0364931340858471,0.000777987765626,False,104,16,False,False,0.4230769230769231,Macro,7,3,2023Q3,0.0,0.0,0.0,Neutral,ucla|stanford princeton|princeton|got yale|yale,,,False,False
YouTube,IgJV8FSA3_s,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,HIGH SCHOOL SUMMER PROGRAM DEADLINES YOU CANNOT MISS!!!,2025-12-29,287033,5755,74,PT7S,https://youtube.com/watch?v=IgJV8FSA3_s,summer programs for high school students,,"January is the month when applications for top summer programs will begin creeping in…

How you spend your summer signals to colleges what you care about and how much initiative you have…and these can",714000,HIGH SCHOOL SUMMER PROGRAM DEADLINES YOU CANNOT MISS!!!,346063,0.0200499594123323,0.0002578100775868,False,55,8,False,True,0.8181818181818182,Macro,12,4,2025Q4,0.3226,0.249,0.0,Positive,summer program|deadlines|program|school summer|summer,,,False,False
YouTube,aIBH0OTz38E,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,"Writing College Essays Is Easy, Actually",2024-07-26,286591,14909,254,PT13M,https://youtube.com/watch?v=aIBH0OTz38E,common app essay that got me accepted,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

This is how to write a good college application essay; tell the university an interesting story. 

Follow me on Instagram: htt",102000,"Writing College Essays Is Easy, Actually",440761,0.0520218708891765,0.0008862804484439,False,40,6,False,False,0.15,Macro,7,3,2024Q3,0.4404,0.367,0.0,Positive,college essays|actually|writing|essays|college,,,False,False
YouTube,BUOOALFbWIg,Bleacher Report,UC9-OpMMVoNP5o10_Iyq7Ndw,Shedeur Sanders Top Plays at Colorado | 2023 &amp; 2024 College Football Highlights,2025-04-21,286430,2565,1341,PT9M54S,https://youtube.com/watch?v=BUOOALFbWIg,how to get into college 2024,bleacher report|br|nfl|shedeur sanders|colorado football,"Shedeur Sanders' Colorado Buffaloes career highlight tape. 🔥

Subscribe: https://www.youtube.com/user/BleacherReport?sub_confirmation=1
Follow us on IG: https://www.instagram.com/f/bleacherreport
Foll",4870000,Shedeur Sanders Top Plays at Colorado | 2023 &amp; 2024 College Football Highlights,338900,0.0089550675557727,0.0046817721607373,False,83,13,False,False,0.0963855421686747,Mega,4,2,2025Q2,0.4215,0.275,0.0,Positive,plays|highlights|football|college football|2024 college,,,False,False
YouTube,i38hpvPp62I,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,What 100 college essays taught me about who gets rejected…,2025-03-23,275723,20883,289,PT6M11S,https://youtube.com/watch?v=i38hpvPp62I,common app essay that got me accepted,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,What 100 college essays taught me about who gets rejected...,490333,0.0757390569520859,0.0010481534003329,False,60,10,False,False,0.0166666666666666,Mid,3,1,2025Q1,0.0,0.0,0.0,Neutral,gets|100|college essays|essays|rejected,,,False,False
YouTube,XZiw8btKCLA,Shafali Jain ,UCj-zvlRXgD87ft3ref054aA,NITI AAYOG INTERNSHIP - Check description #government #internship #student #college #growth #job,2024-07-08,274825,7981,69,PT32S,https://youtube.com/watch?v=XZiw8btKCLA,volunteer opportunities for college apps,,"Apply for the Highly Reputed NITI Aayog Internship Scheme 🙌🏻

INTERNSHIP DETAILS: 

🔗 Link: https://workforindia.niti.gov.in/intern/InternshipEntry/homepage.aspx
⏰ Applications are open from the 1st t",5570,NITI AAYOG INTERNSHIP - Check description #government #internship #student #college #growth #job,356015,0.029040298371691,0.000251068862003,False,96,12,False,False,0.2083333333333333,Micro,7,3,2024Q3,0.0,0.0,0.0,Neutral,internship|job|student|college,,,False,False
YouTube,Zl9m2lwx1sI,Last moment tuitions,UCGFNZxMqKLsqWERX_N2f08Q,Step by Step Process of College Placement 2024 ✅ 🔥 | Job Kaise Lagti hai ?,2024-04-09,247425,12430,645,PT10M14S,https://youtube.com/watch?v=Zl9m2lwx1sI,how to get into college 2024,what is the campus placement process|engineering campus placement process 2024|college on campus placement|placement process 2024|placement process of college in 2024,"Crack your Aptitude in First Attempt with LMT  Aptitude  Course : https://classplusapp.com/w/wlp/cjzgt/aptitude-for-placements

Take the Complete Interview Preparation Course for Placements : https://",1290000,Step by Step Process of College Placement 2024 ✅ 🔥 | Job Kaise Lagti hai ?,384625,0.0502374456906133,0.0026068505607759,False,74,16,True,False,0.1081081081081081,Mega,4,2,2024Q2,0.0,0.0,0.0,Neutral,step|job|process|step step|2024,,,False,False
YouTube,5E9SbFxInSc,Aman Dhattarwal,UCmXZxX_qexEZxhb5_vQKPCw,7 College Mistakes that you should avoid - by @AmanDhattarwal,2023-10-03,243355,14235,272,PT14M29S,https://youtube.com/watch?v=5E9SbFxInSc,college application mistakes to avoid,cbse,"Kota's Best Teachers Now on Apni Kaksha App🔥 :https://play.google.com/store/apps/details?id=com.apni.kaksha

Instagram ❤️:https://www.instagram.com/amandhattarwal/
Facebook Page: https://www.facebook.",4410000,7 College Mistakes that you should avoid - by @AmanDhattarwal,391145,0.0584947915596556,0.0011177086971707,False,61,10,False,False,0.0655737704918032,Mega,10,4,2023Q4,-0.5719,0.0,0.439,Negative,mistakes avoid|mistakes|avoid|college,,,False,False
