platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean,engagement_score,like_ratio,comment_ratio,is_viral,title_length,title_word_count,has_question,has_exclamation,title_caps_ratio,creator_tier,month,quarter,year_quarter
YouTube,Ks7BHMMQ2cM,Ellie,UCCaQYB2btIEeUvCuE9eAX9Q,Here is how to secure internships without experience #internship #education #stem #studymotivation,2024-05-30,532104,5005,34,PT7S,https://youtube.com/watch?v=Ks7BHMMQ2cM,how to build college resume high school,,"Applying for internships isn’t fun, but it is a necessary step to build your future career. Regardless of what field you are in, the steps I provide here will be useful tools to help you achieve your ",22400,Here is how to secure internships without experience #internship #education #stem #studymotivation,582834,0.009406055958985462,6.389728323786327e-05,False,98,12,False,False,0.01020408163265306,Mid,5,2,2024Q2
YouTube,E5SmMV9-UbM,ElevatEd School,UCVUmMgbE92YeVtOAa3JZcuA,The Best Way to Start &amp; End a College Essay! | Tips for Common App and Supplementals,2023-07-02,521420,24070,286,PT7M3S,https://youtube.com/watch?v=E5SmMV9-UbM,common app essay that got me accepted,Jeffrey yu|zhened|college applications|common app essay|common app,"Schedule a FREE intro meeting today:
https://www.elevated.school/getstarted?utm_source=youtube&utm_medium=longform&utm_campaign=college-essay-masterclass&utm_content=the-best-way-to-start-%26-end-a-co",65100,The Best Way to Start &amp; End a College Essay! | Tips for Common App and Supplementals,767840,0.046162402669632924,0.0005485021671589122,False,88,17,False,True,0.125,Mid,7,3,2023Q3
YouTube,TJu_0V4z8xU,Morgan Yuan,UCMaPOfcM8aZjPQQ7JKfqjhg,*VERY REALISTIC* COLLEGE REACTIONS 2024 II i applied to 26+ colleges...,2024-04-12,519804,10017,423,PT26M18S,https://youtube.com/watch?v=TJu_0V4z8xU,how to get into college 2024,bay area college reaction|college|college decision|college decision reaction|college reaction,"Hey Guys! Here's the very very long awaited college reaction video! It was def something lol... Regardless, to all my seniors out there, we made it - yay!! Remember rejection is redirection and you'll",4540,*VERY REALISTIC* COLLEGE REACTIONS 2024 II i applied to 26+ colleges...,628434,0.019270725119468108,0.0008137682665004502,False,71,11,False,False,0.43661971830985913,Micro,4,2,2024Q2
YouTube,YUTIatcKNjg,GeeksforGeeks,UC0RhatS1pyxInC00YKjjBqQ,Nothing to write in your Resume? | Watch this,2024-08-14,514227,27396,73,PT59S,https://youtube.com/watch?v=YUTIatcKNjg,how to build college resume high school,LIVE Coding classes|coding classes|Learn DSA|Resume Tips|No Experience,"What to write in your resume when you have no experience?

Explore Premium LIVE and Online Courses : 
https://practice.geeksforgeeks.org/courses/

Follow us for more fun, knowledge and resources:

📱 D",1200000,Nothing to write in your Resume? | Watch this,789647,0.053276082352735274,0.00014196065161883759,False,45,9,True,False,0.06666666666666667,Mega,8,3,2024Q3
YouTube,SZjaaagJNlk,My Mini Vlogs,UC2jMqm3VaRQ5KgxtpEl2ARQ,Delhi University Seat Allotment #du #delhiuniversity #seatallotment #college #cuet,2023-08-02,511405,2711,207,PT20S,https://youtube.com/watch?v=SZjaaagJNlk,how to choose colleges to apply to,,,154,Delhi University Seat Allotment #du #delhiuniversity #seatallotment #college #cuet,542655,0.005301082312452948,0.00040476725882617495,False,82,9,False,False,0.04878048780487805,Nano,8,3,2023Q3
YouTube,pO3xNvUkAqU,Ashton Herndon,UCWNMLFfMYNk7E-8JOCdKpEg,How Harvard Students Got Into Harvard  #harvard #college #university #collegeadmissions,2024-11-12,497345,9821,95,PT39S,https://youtube.com/watch?v=pO3xNvUkAqU,best extracurriculars for college,,,108000,How Harvard Students Got Into Harvard #harvard #college #university #collegeadmissions,597455,0.019746855804320944,0.00019101428585790547,False,86,10,False,False,0.06976744186046512,Macro,11,4,2024Q4
YouTube,05pM0JQFUoo,Helaine Zhao,UCXicAYN7ZovOeynkxfLBUTQ,"COLLEGE DECISION REACTIONS 2024 (ivies, stanford, mit, t5, &amp; more!) | *no safeties…the end is crazy*",2024-04-07,497071,11214,542,PT9M28S,https://youtube.com/watch?v=05pM0JQFUoo,how to get into college 2024,,"hi everyone! Welcome to my college decisions reactions video :) 

I applied to a total of 12 schools (Stanford, USC, Caltech, MIT, Pomona, UCLA, UC Berkeley, UPenn, Columbia, Princeton, Yale, & Harvar",238000,"COLLEGE DECISION REACTIONS 2024 (ivies, stanford, mit, t5, &amp; more!) | *no safeties...the end is crazy*",620051,0.022560157402061274,0.0010903874899159274,False,106,16,False,True,0.22641509433962265,Macro,4,2,2024Q2
YouTube,JLStA8OkLAA,KL University,UCDpAsRnAnV6ey0r-BaIfzkA,KL University Admissions: Step By Step Guide To Online Application Process,2025-12-23,470187,17,0,PT1M49S,https://youtube.com/watch?v=JLStA8OkLAA,college application timeline guide,,"KL University - Online Application Guide
Are you ready to join KL University? 
🎓 This step-by-step guide walks you through the entire KL University Online Application Process for various Engineering, ",14100,KL University Admissions: Step By Step Guide To Online Application Process,470357,3.615582736230479e-05,0.0,False,74,11,False,False,0.16216216216216217,Mid,12,4,2025Q4
YouTube,udA4oZSKrSE,BrayLights,UC3tqECdgW6afHCPigU71USg,2024 College Football’s Most Explosive Fights and Meltdowns,2025-06-27,469386,3112,0,PT19M40S,https://youtube.com/watch?v=udA4oZSKrSE,how to get into college 2024,,"The 2024 college football season brought the heat — and we’re not just talking about the scores. From brutal late hits to full-on scuffles, these were the most heated moments of the year. Rivalries bo",665,2024 College Football’s Most Explosive Fights and Meltdowns,500506,0.006629937833680596,0.0,False,59,8,False,False,0.1016949152542373,Nano,6,2,2025Q2
YouTube,urnDpoRW9x0,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“How do I get an internship with ZERO experience?” (Ep. 10 of Mastering High School),2025-08-08,448329,22815,51,PT1M24S,https://youtube.com/watch?v=urnDpoRW9x0,summer programs for high school students,,,714000,“How do I get an internship with ZERO experience?” (Ep. 10 of Mastering High School),677499,0.05088896770005955,0.0001137557463380687,False,84,15,True,False,0.11904761904761904,Macro,8,3,2025Q3
YouTube,lQ8WOKeogas,Sarah Wu,UC1thnvmLI1wFI_ZENTZXwQA,Advice from an MIT admissions officer,2024-06-04,431313,12921,287,PT57S,https://youtube.com/watch?v=lQ8WOKeogas,college admissions process explained,,,111000,Advice from an MIT admissions officer,566263,0.029957362750485148,0.0006654100386494263,False,37,6,False,False,0.10810810810810811,Macro,6,2,2024Q2
YouTube,mGvaEPrrMbo,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“How do I choose the right colleges and build an application theme at the SAME TIME?” 📝 (Ep. 1),2025-08-25,429343,19472,66,PT1M25S,https://youtube.com/watch?v=mGvaEPrrMbo,college admissions process explained,,,714000,“How do I choose the right colleges and build an application theme at the SAME TIME?” 📝 (Ep. 1),625383,0.04535301611997866,0.00015372324691447165,False,95,19,True,False,0.11578947368421053,Macro,8,3,2025Q3
YouTube,oRlTyX25m7w,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,How I Published 3 Research Papers in High School (secrets revealed),2024-06-16,425081,22663,361,PT15M21S,https://youtube.com/watch?v=oRlTyX25m7w,how to build college resume high school,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

Guide to publishing research as a high school student. 

Follow me on Instagram: https://www.instagram.com/pratikvangal

Video",102000,How I Published 3 Research Papers in High School (secrets revealed),658931,0.05331454475735213,0.0008492499076646568,False,67,11,False,False,0.1044776119402985,Macro,6,2,2024Q2
YouTube,e1RACSeqW3U,Career With Riwas ,UCgeOgQcMFGlWUuCe_xAGUeg,Top 10 Central University Under CUET #careerwithriwas #cuet #cuet2023 #cuetexam #centraluniversity,2023-04-12,421565,5687,50,PT28S,https://youtube.com/watch?v=e1RACSeqW3U,college admissions process explained,top 10 central university under CUET|top 5 colleges under CUET|CUET exam full details|CUET exam 2023|CUET exam full information,"In this video I'm going to show top 10 central university under CUET

Your Queries:-
top 10 central university under CUET
top 5 colleges under CUET
CUET exam full details
CUET exam 2023
CUET exam full",12500,Top 10 Central University Under CUET #careerwithriwas #cuet #cuet2023 #cuetexam #centraluniversity,479435,0.013490209101799247,0.0001186056717232218,False,98,11,False,False,0.08163265306122448,Mid,4,2,2023Q2
YouTube,xudcyY06PiI,Jeff Su,UCwAnu01qlnVg1Ai2AbtTMaA,Why Your Cover Letter Gets Rejected (5 MISTAKES TO AVOID),2023-07-18,407823,10797,381,PT6M57S,https://youtube.com/watch?v=xudcyY06PiI,college application mistakes to avoid,Why You Struggle to Write a Strong Cover Letter|5 cover letter mistakes you must avoid with real examples|how not to write a cover letter|mistakes to avoid when writing cover letter|how to write a cover letter,"🎯 My free Job Search Toolkit: https://academy.jeffsu.org/job-search-toolkit?utm_source=youtube&utm_medium=video&utm_campaign=138

📑 Cover letter template and prompts can be found here ➡️ https://www.j",1680000,Why Your Cover Letter Gets Rejected (5 MISTAKES TO AVOID),523413,0.026474720650870597,0.0009342288198556727,False,57,10,False,False,0.3684210526315789,Mega,7,3,2023Q3
YouTube,0K5r_7KMmRk,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,How to create IVY LEAGUE EXTRACURRICULARS in 5 minutes,2024-05-18,404064,16047,863,PT5M4S,https://youtube.com/watch?v=0K5r_7KMmRk,how to build college resume high school,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,How to create IVY LEAGUE EXTRACURRICULARS in 5 minutes,581794,0.039714005702067,0.002135800269264275,False,54,9,False,False,0.48148148148148145,Mid,5,2,2024Q2
YouTube,a3pZdJvhlzA,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,Top 3 Activities To Get Into Harvard,2024-06-27,386750,11685,81,PT28S,https://youtube.com/watch?v=a3pZdJvhlzA,how to build college resume high school,harvard,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co
follow me on instagram: https://www.instagram.com/pratik.vangal/
follow me on tiktok: https://www.tiktok.com/@preachingp",102000,Top 3 Activities To Get Into Harvard,505220,0.030213316095669036,0.00020943762120232708,False,36,7,False,False,0.16666666666666666,Macro,6,2,2024Q2
YouTube,uTLMUijuHvg,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,Getting Into College With NO AWARDS &amp; HONORS,2023-08-21,385761,25285,135,PT1M,https://youtube.com/watch?v=uTLMUijuHvg,best extracurriculars for college,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,Getting Into College With NO AWARDS &amp; HONORS,641311,0.06554576538322951,0.00034995761624425487,False,48,8,False,False,0.375,Macro,8,3,2023Q3
YouTube,HEOGM5qWw84,Helaine Zhao,UCXicAYN7ZovOeynkxfLBUTQ,"STATS &amp; ECS THAT GOT ME INTO HARVARD, MIT, STANFORD, YALE + MORE!! *sat, gpa, aps, awards, ecs",2024-04-12,385283,10782,786,PT8M58S,https://youtube.com/watch?v=HEOGM5qWw84,common app essay that got me accepted,college|college application|stats|extracurriculars|college tips,"hi everyone! Welcome to my video sharing the stats and extracurriculars that got me into colleges like Harvard, MIT, Stanford, Yale, and more. I go over my SAT, GPA, APs, Ranking, Honors, and Extracur",238000,"STATS &amp; ECS THAT GOT ME INTO HARVARD, MIT, STANFORD, YALE + MORE!! *sat, gpa, aps, awards, ecs",508823,0.027984624289158877,0.0020400588658207085,False,98,18,False,True,0.47959183673469385,Macro,4,2,2024Q2
YouTube,XHRp9ngZy1A,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,AVOID THIS College Application MISTAKE,2024-09-23,385039,23000,103,PT48S,https://youtube.com/watch?v=XHRp9ngZy1A,college application mistakes to avoid,College|College admissons|student|high school|AP classes,College App 101 Guide: beacons.ai/mahadthementor,365000,AVOID THIS College Application MISTAKE,617099,0.05973420874249102,0.00026750536958593805,False,38,5,False,False,0.47368421052631576,Macro,9,3,2024Q3
YouTube,zx1j-LP_XiA,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?),2025-04-14,380445,17117,571,PT16M44S,https://youtube.com/watch?v=zx1j-LP_XiA,common app essay that got me accepted,Ivy League admissions|how to get into Ivy League|common college application mistakes|Ivy League rejection reasons|college admissions tips,"7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?)

Download my Full Written Course on How to Get Into An Ivy League for FREE: https://www.ultimateivyleagueguide.c",714000,7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?),563035,0.04499204878497549,0.0015008739765274876,False,87,15,True,False,0.22988505747126436,Macro,4,2,2025Q2
YouTube,PngmQZLayZM,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,3 most OVERRATED extracurriculars on college applications,2025-03-05,368492,20197,81,PT51S,https://youtube.com/watch?v=PngmQZLayZM,best extracurriculars for college,,"Most students are wasting so much time on the wrong extracurriculars…

I almost did too—

until I realized that stacking my resume with random clubs and overpriced summer programs wasn’t going to get ",714000,3 most OVERRATED extracurriculars on college applications,572082,0.05480987375573961,0.00021981481280461992,False,57,7,False,False,0.15789473684210525,Macro,3,1,2025Q1
YouTube,IYG9HzSEE5Y,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,How to get into Harvard Medical School as an International Student,2023-02-01,367693,9791,399,PT14M38S,https://youtube.com/watch?v=IYG9HzSEE5Y,college admissions process explained,crazy medusa|saloni verma|saloni verma official|how to get into harvard|how to get into harvard from india,"#harvard #studyabroad #scholarships #harvardmedicalschool

Harvard Medical School gives FULL scholarships (100%) to international students, but wait there's a catch- you need to get admitted first! l ",239000,How to get into Harvard Medical School as an International Student,473583,0.02662819254106007,0.0010851444003557315,False,66,11,False,False,0.09090909090909091,Macro,2,1,2023Q1
YouTube,Bpa-ovGFpd4,Harvard Summer School,UCW2DdLBZCoUcRWH8ILl3uCQ,The Harvard Summer School Experience,2023-09-18,367397,180,0,PT1M48S,https://youtube.com/watch?v=Bpa-ovGFpd4,summer programs for high school students,harvard summer school|harvard summer|harvard|harvard university,Three Harvard Summer School students share what their experience was like studying at Harvard for the summer. Learn more about Harvard’s college programs for high school students: https://summer.harva,6400,The Harvard Summer School Experience,369197,0.0004899332329877489,0.0,False,36,5,False,False,0.1388888888888889,Micro,9,3,2023Q3
YouTube,-UGpypUrLUg,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,I wrote a successful college essay to Harvard in one hour (and here’s how),2024-07-29,361567,28946,101,PT44S,https://youtube.com/watch?v=-UGpypUrLUg,common app essay that got me accepted,,"HOW I WROTE A SUCCESSFUL HARVARD ESSAY IN ONE HOUR⬇️

Hi! I’m Elise, a current Harvard student and a Forbes-recognized college admissions counselor 👩🏻‍🎓

🔑 If you want an essay that’s streamlined and ",714000,I wrote a successful college essay to Harvard in one hour (and here’s how),653047,0.08005708485564225,0.0002793396521253322,False,74,14,False,False,0.02702702702702703,Macro,7,3,2024Q3
YouTube,MZ0XeefKWoE,Murrad on Run,UCnj05A7-L71QjMPnGabcLJw,"How I Wrote Essays that Got me into STANFORD 🇺🇸, OXFORD 🇬🇧 &amp; ROTMAN 🇨🇦",2024-05-18,355329,19290,435,PT8M23S,https://youtube.com/watch?v=MZ0XeefKWoE,common app essay that got me accepted,college applications|common app essay|common app|college application process|college application essay,"Secrets to crafting compelling essays that got me accepted into Stanford, Oxford, and Rotman! 
In this video, I'll share proven tips and strategies for writing standout university application essays. ",418000,"How I Wrote Essays that Got me into STANFORD 🇺🇸, OXFORD 🇬🇧 &amp; ROTMAN 🇨🇦",556929,0.05428771645432824,0.0012242175561240428,False,74,15,False,False,0.33783783783783783,Macro,5,2,2024Q2
YouTube,rwG6Ea5Erbc,Vedantu JEE Made Ejee,UC91RZv71f8p0VV2gaFI07pg,"Lovely Professional University (LPU) | Admission Process, Fees, Placements, Campus | Honest Review",2023-04-19,349412,8296,722,PT24M16S,https://youtube.com/watch?v=rwG6Ea5Erbc,college admissions process explained,lovely professional university|lpu|lpu campus tour|lpu university|lpu review,"🔴 Drishti (JEE 2026) - https://vdnt.in/Fjr8X
🔴 Manthan (JEE 2025) - https://vdnt.in/Fjr9q

⚡For Batch Admission Inquiry Fill the Form: https://vdnt.in/FjraB

🔴 Vedantu Pro Courses Enquiry - https://fo",2460000,"Lovely Professional University (LPU) | Admission Process, Fees, Placements, Campus | Honest Review",446812,0.0237427449543805,0.0020663285748629126,False,98,13,False,False,0.1326530612244898,Mega,4,2,2023Q2
YouTube,yV8YkwgCp7c,NCAA Championships,UCYbbpwosQ0a2d3ygPpruJ1w,Oklahoma vs. Texas: 2024 Women&#39;s College World Series finals Game 2 | FULL REPLAY,2024-06-09,341996,1501,88,PT2H25M12S,https://youtube.com/watch?v=yV8YkwgCp7c,how to get into college 2024,ncaa|ncaa sports|college sports|softball|ncaa softball,Oklahoma made history by becoming the first NCAA softball team to win four straight national titles after defeating Texas 8-4 in Game 2 of 2024 Women's College World Series championship. Watch the ful,560000,Oklahoma vs. Texas: 2024 Women&#39;s College World Series finals Game 2 | FULL REPLAY,358766,0.004388940221523059,0.000257312951028667,False,85,14,False,False,0.2,Macro,6,2,2024Q2
YouTube,_Jde0DPXEYI,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The Personal Statement That Got Me Into EVERY IVY LEAGUE,2024-06-16,341952,16102,254,PT27M34S,https://youtube.com/watch?v=_Jde0DPXEYI,common app essay that got me accepted,ultimate ivy league|personal statement|how to write a personal statement|personal statement example|personal statement samples,"Download my Full Written Course on How to Get Into An Ivy League for FREE: https://www.ultimateivyleagueguide.com

Apply for 1-1 coaching with me if you want the best chance of getting into your dream",714000,The Personal Statement That Got Me Into EVERY IVY LEAGUE,508052,0.04708848025453865,0.0007427943103125585,False,56,10,False,False,0.375,Macro,6,2,2024Q2
YouTube,m2DeA59qJBo,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Ultimate Guide to Passion Projects (Ep. 11 of Mastering High School),2025-08-13,341290,17104,84,PT1M31S,https://youtube.com/watch?v=m2DeA59qJBo,how to build college resume high school,,,714000,Ultimate Guide to Passion Projects (Ep. 11 of Mastering High School),514010,0.05011573734946819,0.00024612499633742567,False,68,11,False,False,0.11764705882352941,Macro,8,3,2025Q3
YouTube,KucCs85_siQ,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,2024 ESPN COLLEGE FOOTBALL ANTHEM: Get By by Jelly Roll,2024-08-08,336103,5923,389,PT1M34S,https://youtube.com/watch?v=KucCs85_siQ,how to get into college 2024,college football espn|espn college football|college football|college football on espn|espn,"“Get By” by Jelly Roll is the 2024 Season ESPN College Football Anthem.
Pre-save ‘Get By’: https://jellyroll.lnk.to/getby

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://",1330000,2024 ESPN COLLEGE FOOTBALL ANTHEM: Get By by Jelly Roll,403113,0.017622574032365078,0.001157383302142498,False,55,10,False,False,0.5272727272727272,Mega,8,3,2024Q3
YouTube,lRdw0KOpe4U,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The Extracurriculars Ivy Leagues Look For,2024-11-04,331515,24868,177,PT56S,https://youtube.com/watch?v=lRdw0KOpe4U,best extracurriculars for college,,"THE EXTRACURRICULARS THAT IVY LEAGUES WANT ⬇️

During high school, I thought that joining a bunch of extracurriculars was what admissions officers wanted ⚽️🏊🏻‍♀️🎹🎨

I mean, the more the better…right? ",714000,The Extracurriculars Ivy Leagues Look For,583735,0.07501319698957815,0.0005339124926473915,False,41,6,False,False,0.14634146341463414,Macro,11,4,2024Q4
YouTube,9aNiWy-wEl4,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,Jeremiah Smith HIGHLIGHTS from the 2024-25 College Football Playoff 🎥 | ESPN College Football,2025-05-30,331115,3884,338,PT6M47S,https://youtube.com/watch?v=9aNiWy-wEl4,how to get into college 2024,,"Check out these highlights from Ohio State WR Jeremiah Smith in the Buckeyes' College Football Playoff run that ended in a National Championship. 

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ ",1330000,Jeremiah Smith HIGHLIGHTS from the 2024-25 College Football Playoff 🎥 | ESPN College Football,376715,0.01173006357307884,0.0010207933799435242,False,93,14,False,False,0.22580645161290322,Mega,5,2,2025Q2
YouTube,v7ma_3M4p8c,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,College Admissions: INSIDE the Decision Room,2024-06-27,330854,17794,69,PT58S,https://youtube.com/watch?v=v7ma_3M4p8c,college admissions process explained,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,College Admissions: INSIDE the Decision Room,510174,0.053782030744678924,0.00020855120385426804,False,44,6,False,False,0.22727272727272727,Macro,6,2,2024Q2
YouTube,G6PpI2zlcbI,Limmytalks,UCNJS6U4h4oo-0q6OsMpu4Ag,Application of a STANFORD Admitted Student,2023-08-17,330365,8421,128,PT24S,https://youtube.com/watch?v=G6PpI2zlcbI,common app essay that got me accepted,College|college admission|college admission tips|applying to usa|university,"If you're a high school student and want to better understand how strong your application is, what your chances are to 40+ universities, and how to improve your application, go to dreamschool.ai and s",78600,Application of a STANFORD Admitted Student,417135,0.025489988346223118,0.00038745024442661904,False,42,6,False,False,0.2619047619047619,Mid,8,3,2023Q3
YouTube,bqO1daFC8V0,Musa Khana,UCK9xq6UfEZUpIF0JyiL0a3Q,Complete Guide To Come To an American University for CHEAP! | Make your way to Land of opportunity,2023-10-06,319465,7941,262,PT21M56S,https://youtube.com/watch?v=bqO1daFC8V0,college application timeline guide,,"My Email:                       musakhantt@gmail.com
My instagram:               instagram.com/musakhanaa

I usually  post vlogs but wanted to help my fellow peers as situation is getting dire in Paki",89300,Complete Guide To Come To an American University for CHEAP! | Make your way to Land of opportunity,404115,0.02485718310300033,0.0008201211400309893,False,98,18,False,True,0.14285714285714285,Mid,10,4,2023Q4
YouTube,1kXTW7g_NR0,Easy Learn for,UCgvKkvYYEw1QdFhGrBTmhow,Joining Letter in English ✍️ | Simple Format for Job/School/College!#viral #Easylearnfor,2025-08-30,314818,830,4,PT5S,https://youtube.com/watch?v=1kXTW7g_NR0,volunteer opportunities for college apps,,"Quick and easy Joining Letter format in English ✍️
Perfect for Job, School, Teacher & College joining!
👉 Use this simple application anytime.

#JoiningLetter #ApplicationInEnglish #LetterWriting
#Easy",6130,Joining Letter in English ✍️ | Simple Format for Job/School/College!#viral #Easylearnfor,323198,0.0026364439136262858,1.2705753800608606e-05,False,88,11,False,True,0.10227272727272728,Micro,8,3,2025Q3
YouTube,TTbtn5Tr7Jw,University of California,UCS4C_y9ig7LUb9ZTGn86LOA,UC admissions REACTS to TikTok application advice,2025-11-06,313079,9096,313,PT27M,https://youtube.com/watch?v=TTbtn5Tr7Jw,best extracurriculars for college,university of california|uc|california|application|uc application,"With so many influencers out there talking about how to get into UC, it can be tough to know what's true and what's just plain wrong. UC admissions director Robert Penman sets the record straight.

To",18400,UC admissions REACTS to TikTok application advice,410299,0.029053369916219228,0.000999747667521616,False,49,7,False,False,0.20408163265306123,Mid,11,4,2025Q4
YouTube,51YUCwJZE3Q,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,High Acceptance Universities in New York USA with up to 100% Scholarships   #studyinusa,2023-10-02,307805,11498,67,PT12S,https://youtube.com/watch?v=51YUCwJZE3Q,how to choose colleges to apply to,crazy medusa|saloni verma|saloni verma official|saloni verma harvard|indian in USA,"#shorts 
Personal mentorship program: https://www.incognitoblueprints.com/mentorships
College Application (Code: INCOGNITO for 10% off): https://www.incognitoblueprints.com/templates
Crazy Medusa Stud",239000,High Acceptance Universities in New York USA with up to 100% Scholarships #studyinusa,424125,0.037354818797615374,0.00021767027826058707,False,85,13,False,False,0.10588235294117647,Macro,10,4,2023Q4
YouTube,CCF28EiID48,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Top 10 FREE Summer Programs that Actually Boost College Apps,2025-11-14,296715,9577,44,PT12S,https://youtube.com/watch?v=CCF28EiID48,summer programs for high school students,,"Most students don’t realize that NOW is the best time to strategize your summer plans…

Applications for the summer programs that colleges actually care about have already opened

And their applicatio",714000,Top 10 FREE Summer Programs that Actually Boost College Apps,393365,0.03227676389801661,0.00014829044706199553,False,60,10,False,False,0.18333333333333332,Macro,11,4,2025Q4
YouTube,ZNwobfOrjLg,CFB ON FOX,UCpwix-O6ceqMgdxhqIynzFA,ONE HOUR of Highlights from 2024 College Football Season on FOX!,2025-02-28,292424,1973,75,PT1H3S,https://youtube.com/watch?v=ZNwobfOrjLg,how to get into college 2024,cfb on fox|cfb|college football|fox college football|fs1,"Check out an hours worth of highlights from the 2024 College Football Season on FOX! Check out the best plays from Colorado Buffaloes' Travis Hunter, Shedeur Sanders, Boise State Broncos' RB Ashton Je",356000,ONE HOUR of Highlights from 2024 College Football Season on FOX!,313654,0.006747052225535523,0.0002564768965611578,False,64,11,False,True,0.21875,Macro,2,1,2025Q1
YouTube,dlXbTNqOdk4,millie liao,UCP1ethGXE7MD8B9MuVJ35ew,"HOW I GOT INTO YALE, STANFORD, PRINCETON &amp; UCLA/BERKELEY | your one-stop guide to everything college",2023-07-22,290493,10601,226,PT21M3S,https://youtube.com/watch?v=dlXbTNqOdk4,common app essay that got me accepted,,"Please don't actually ship and courier me to your house to interrogate me about college!! Have this video as an offering of peace instead :) 

In this video, I'll break down my entire process of prepa",437000,"HOW I GOT INTO YALE, STANFORD, PRINCETON &amp; UCLA/BERKELEY | your one-stop guide to everything college",401023,0.036493134085847166,0.000777987765626022,False,104,16,False,False,0.4230769230769231,Macro,7,3,2023Q3
YouTube,IgJV8FSA3_s,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,HIGH SCHOOL SUMMER PROGRAM DEADLINES YOU CANNOT MISS!!!,2025-12-29,287033,5755,74,PT7S,https://youtube.com/watch?v=IgJV8FSA3_s,summer programs for high school students,,"January is the month when applications for top summer programs will begin creeping in…

How you spend your summer signals to colleges what you care about and how much initiative you have…and these can",714000,HIGH SCHOOL SUMMER PROGRAM DEADLINES YOU CANNOT MISS!!!,346063,0.02004995941233238,0.00025781007758689765,False,55,8,False,True,0.8181818181818182,Macro,12,4,2025Q4
YouTube,aIBH0OTz38E,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,"Writing College Essays Is Easy, Actually",2024-07-26,286591,14909,254,PT13M,https://youtube.com/watch?v=aIBH0OTz38E,common app essay that got me accepted,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

This is how to write a good college application essay; tell the university an interesting story. 

Follow me on Instagram: htt",102000,"Writing College Essays Is Easy, Actually",440761,0.052021870889176564,0.0008862804484439498,False,40,6,False,False,0.15,Macro,7,3,2024Q3
YouTube,BUOOALFbWIg,Bleacher Report,UC9-OpMMVoNP5o10_Iyq7Ndw,Shedeur Sanders Top Plays at Colorado | 2023 &amp; 2024 College Football Highlights,2025-04-21,286430,2565,1341,PT9M54S,https://youtube.com/watch?v=BUOOALFbWIg,how to get into college 2024,bleacher report|br|nfl|shedeur sanders|colorado football,"Shedeur Sanders' Colorado Buffaloes career highlight tape. 🔥

Subscribe: https://www.youtube.com/user/BleacherReport?sub_confirmation=1
Follow us on IG: https://www.instagram.com/f/bleacherreport
Foll",4870000,Shedeur Sanders Top Plays at Colorado | 2023 &amp; 2024 College Football Highlights,338900,0.00895506755577279,0.004681772160737353,False,83,13,False,False,0.0963855421686747,Mega,4,2,2025Q2
