platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean
YouTube,L7qn2SAInZM,English In General,UC6ZkcQGAj_C7HT3PRGosXVA,Essay Writing Tips 📝,2024-05-07,784021,24344,191,PT17S,https://youtube.com/watch?v=L7qn2SAInZM,writing college essays tips,english|vocabulary|essay|writing|english vocabulary,"In this video, we'll share some essay writing tips to elevate your writing skills!
Essay Writing Vocabulary in English  - Learn English Vocabulary Lesson - Stop using these words in your essays - How ",1420000,Essay Writing Tips 📝
YouTube,DX56HvCYYC8,Lets learn stenography,UCJK-bn1KXOgf4v4Focn-uCA,how to prepare essay paper of upsc cse?? AIR-2 #GARIMA LOHIA,2023-06-17,782591,13979,15,PT18S,https://youtube.com/watch?v=DX56HvCYYC8,writing college essays tips,,,834,how to prepare essay paper of upsc cse?? AIR-2 #GARIMA LOHIA
YouTube,tzwR42QgWtE,Gohar Khan,UCPk2s5c4R_d-EUUNvFFODoA,how to apply to college from start to finish,2023-09-13,770052,35916,765,PT26M48S,https://youtube.com/watch?v=tzwR42QgWtE,how to build college resume high school,college admissions|ivy league|how to apply to university,"📝 Get your college essay edited: https://nextadmit.com/services/essay/
📞 Book a consultation call: https://nextadmit.com/services/call/
✏️ College Essay Bootcamp: https://forms.gle/SMBbB7A6GoTXokES9

",7510000,how to apply to college from start to finish
YouTube,G2H5GWD9ZH0,AS Explainer,UCDns6fnuvs9NzqXf1Kw6pmQ,Top 5 College Friendship Movie in youtube 2024 #movie,2024-08-05,766506,9563,15,PT25S,https://youtube.com/watch?v=G2H5GWD9ZH0,how to get into college 2024,3d animated short film|Film|Friendship Movie|Movie new|Short movie,"Top 5 best Friendship Movie in 2024 in youtube 

#Movies
#film
#shorts

south movie hindi dubbed ?

hindi dubbed movies ?

shorts ?

Movie new ?

action movie ?

best movies ?

south movies ?

new sou",1090,Top 5 College Friendship Movie in youtube 2024 #movie
YouTube,Gga0TttdVIs,Mia Yilin,UCYVFeFY_4-755hqdPfB2qpw,"Extracurriculars that got me into Stanford, Princeton, + more! ❤️ #college #collegeadmissions #study",2024-05-24,750107,42873,545,PT50S,https://youtube.com/watch?v=Gga0TttdVIs,how to build college resume high school,,,483000,"Extracurriculars that got me into Stanford, Princeton, + more! ❤️ #college #collegeadmissions #study"
YouTube,UVIcwBAycMQ,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Ranking common extracurriculars ✅,2026-02-08,706721,17637,302,PT1M4S,https://youtube.com/watch?v=UVIcwBAycMQ,best extracurriculars for college,,"Ranking common extracurriculars 🌟

These are based on my conversations with admissions officers and patterns I’ve seen after analyzing thousands of successful applicants and helping students get into ",714000,Ranking common extracurriculars ✅
YouTube,9wqeLeTIDZU,Niche: The College Search App,UCdp-NoQfCh8lbfrnY-adb_g,Ranking the Most Common College Application Essay Topics,2024-09-18,691723,45410,291,PT50S,https://youtube.com/watch?v=9wqeLeTIDZU,common app essay that got me accepted,,"Here are the most common college essay topics, ranked from worst to best!

#CollegeEssay #CollegeApplications #CollegeApps #CommonApp #CollegeApplication 

💚 Follow Niche Social 💚
TikTok:   / nichesoc",12700,Ranking the Most Common College Application Essay Topics
YouTube,4ciBIvj0-ns,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,extracurricular activities that top colleges DO/DON&#39;T want to see,2024-11-20,691386,22334,935,PT8M32S,https://youtube.com/watch?v=4ciBIvj0-ns,how to build college resume high school,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,extracurricular activities that top colleges DO/DON&#39;T want to see
YouTube,2ARUEJz1mHc,Wheels,UCi-INxdmFSrTrT95xU0sBpg,"#6 Clemson vs Florida (MUST WATCH, AMAZING &amp; MULTIPLE EJECTIONS!) | 2024 College Baseball Highlights",2024-06-10,682087,5979,542,PT17M45S,https://youtube.com/watch?v=2ARUEJz1mHc,how to get into college 2024,wheels|college baseball|college softball|baseball|softball,"Clemson Baseball and Florida Baseball played in game 2 of the Clemson Super Regional in the 2024 College Baseball Postseason. Clemson needed a win to force a winner take all game 3 on Monday, while Fl",845000,"#6 Clemson vs Florida (MUST WATCH, AMAZING &amp; MULTIPLE EJECTIONS!) | 2024 College Baseball Highlights"
YouTube,iOcxZRvI4w4,Roya,UCjhebDbxJHNM0w2O1qkJA-g,US college applications be like #usa #american #collegeapplication #collegeadmissions #college,2024-05-03,680242,49771,1376,PT59S,https://youtube.com/watch?v=iOcxZRvI4w4,college admissions process explained,,,405000,US college applications be like #usa #american #collegeapplication #collegeadmissions #college
YouTube,T-pLmNTyut4,The Wall Street Journal,UCK7tptUDHh-RYDsdxO1-5QQ,Affirmative Action vs. Race-Neutral Admissions: A Case Study | WSJ,2023-06-29,654785,9368,4335,PT8M10S,https://youtube.com/watch?v=T-pLmNTyut4,college admissions process explained,affirmative action|scotus|scotus affirmative action|scotus decision|supreme court decision today,"The Supreme Court has banned colleges from using race as criteria for admissions. Essentially ending the 50-year run of affirmative action programs. 

California banned public colleges like Berkeley a",6590000,Affirmative Action vs. Race-Neutral Admissions: A Case Study | WSJ
YouTube,EztPIDySWqY,Lour Drick's Room,UC21_RrHNbfoOmlwXuQXjPRQ,Please Don&#39;t Write Your College Essays Like This,2023-06-27,649147,23874,570,PT40S,https://youtube.com/watch?v=EztPIDySWqY,common app essay that got me accepted,college applications|college essay|how to get into stanford|how to get into harvard|how to get into yale,"Here are some pretty bad topics to write your college essay about. Not that there inherently bad per say, but they are very commonly written about, which makes it harder to stand out. You certainly ca",7010,Please Don&#39;t Write Your College Essays Like This
YouTube,C-s_cIvBxC8,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,POV: You got into Harvard thanks to these 5 steps you did during *MIDDLE SCHOOL*,2025-07-17,637571,12226,102,PT8S,https://youtube.com/watch?v=C-s_cIvBxC8,I got into Harvard here's how,,"⬇️ I wish someone told me this in middle school

I didn’t get into Harvard because I was perfect or joined 15 clubs.

I got in because I stopped trying to be who I thought admissions officers wanted…
",714000,POV: You got into Harvard thanks to these 5 steps you did during *MIDDLE SCHOOL*
YouTube,WbBPe8DODvk,PSC Highlights,UCJyLYpMQ2GldMy4ibx6LBag,Top 100 Plays of the 2024 College Football Season,2025-05-18,634827,4789,408,PT42M9S,https://youtube.com/watch?v=WbBPe8DODvk,how to get into college 2024,psc highlights|psc highlights college football|college football|2024 college football|top 100 plays,"A compilation of the top 100 plays from the 2024 college football season. This list includes amazing catches, crazy runs, clutch plays, miraculous game winning plays, and others. The order of the list",199000,Top 100 Plays of the 2024 College Football Season
YouTube,Qurqs6FimmI,Board Point,UCtSSGdOYQs_GhoSl5h58a_Q,Essay kaise likhe | English me essay kaise likhe #boardpoint #boardexam #englishessay,2025-02-21,625595,18291,154,PT49S,https://youtube.com/watch?v=Qurqs6FimmI,writing college essays tips,essay kaise likhe|English me essay kaise likhe|essay likhne ka trick|board exam|board point,"Essay kaise likhe | English me essay kaise likhe | english ka paper kaise like | English me topper kaise bane | 


#boardpoint #boardexam #englishessay 
#targetboard #dishaonlineclasses",13300,Essay kaise likhe | English me essay kaise likhe #boardpoint #boardexam #englishessay
YouTube,rFwzTZcotpw,Bhimsainik Abhay Official,UCWgUS8Xitd1ZrKkipzGrJcA,Mata Ramai Ambedkar status 2024 | Dr Babasaheb Ambedkar get job in college status | #Trending,2024-11-15,615129,53203,95,PT31S,https://youtube.com/watch?v=rFwzTZcotpw,how to get into college 2024,,"#instagramreel #babasahebambedkarreels #trending #Fullscreenjaybhimwhatsappstatus #jaybhimstatusfull #anandshinde 


💙Instagram reels Dr.babasaheb Ambedkar reel | Trending Reels Status |Jay bhim statu",353000,Mata Ramai Ambedkar status 2024 | Dr Babasaheb Ambedkar get job in college status | #Trending
YouTube,Xk6IO_tVkx4,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,Do NOT Submit THIS Test Score to Colleges,2023-08-20,578659,33830,188,PT59S,https://youtube.com/watch?v=Xk6IO_tVkx4,how to choose colleges to apply to,College|College admissions|student|high school|AP class,I'll edit your college essay! 📝 https://nextadmit.com,365000,Do NOT Submit THIS Test Score to Colleges
YouTube,-pGYbGbGAEE,NCAA Championships,UCYbbpwosQ0a2d3ygPpruJ1w,Top defensive plays from the 2024 Women&#39;s College World Series,2024-06-08,559356,2197,87,PT7M28S,https://youtube.com/watch?v=-pGYbGbGAEE,how to get into college 2024,2024 ncaa softball regionals|ncaa softball defensive top plays|softball best plays defense|ncaa softball 2024|ncaa softball,"Here are the top defensive plays during the 2024 Women's College World Series. Watch the best college softball web gems from OKC here.

Subscribe to the NCAA Championship YouTube channel: https://www.",560000,Top defensive plays from the 2024 Women&#39;s College World Series
YouTube,ZTlrXOgDZ64,SocklessWonder9,UC9r5nw73l8N71buP--_qRAg,Mistakes to Avoid in College,2026-02-12,541422,4810,11,PT29S,https://youtube.com/watch?v=ZTlrXOgDZ64,college application mistakes to avoid,,,42300,Mistakes to Avoid in College
YouTube,AH_QMU4YEVQ,CarterPCs,UCi7wDE2ZTiR5QYYrUY5WhtA,Best AI essay writer,2023-02-11,540539,23738,377,PT21S,https://youtube.com/watch?v=AH_QMU4YEVQ,writing college essays tips,,,2270000,Best AI essay writer
YouTube,R3abknwWX7k,A Life After Layoff,UCk52qSNJjjo9ftWT4LKrsZA,Tips For How To Write A Better Resume (From A Recruiter&#39;s Perspective),2024-08-09,536325,11330,548,PT8M35S,https://youtube.com/watch?v=R3abknwWX7k,how to build college resume high school,resume writing tips|how to write a resume|how to write a tech resume|resume tips|how to write a good resume,"Are you looking for tips on how to write a better resume?   Your goal should be to keep the recruiter in mind since they're the target audience.  In this video, I share tips on how to write a resume i",439000,Tips For How To Write A Better Resume (From A Recruiter&#39;s Perspective)
YouTube,Ks7BHMMQ2cM,Ellie,UCCaQYB2btIEeUvCuE9eAX9Q,Here is how to secure internships without experience #internship #education #stem #studymotivation,2024-05-30,532104,5005,34,PT7S,https://youtube.com/watch?v=Ks7BHMMQ2cM,how to build college resume high school,,"Applying for internships isn’t fun, but it is a necessary step to build your future career. Regardless of what field you are in, the steps I provide here will be useful tools to help you achieve your ",22400,Here is how to secure internships without experience #internship #education #stem #studymotivation
YouTube,E5SmMV9-UbM,ElevatEd School,UCVUmMgbE92YeVtOAa3JZcuA,The Best Way to Start &amp; End a College Essay! | Tips for Common App and Supplementals,2023-07-02,521420,24070,286,PT7M3S,https://youtube.com/watch?v=E5SmMV9-UbM,common app essay that got me accepted,Jeffrey yu|zhened|college applications|common app essay|common app,"Schedule a FREE intro meeting today:
https://www.elevated.school/getstarted?utm_source=youtube&utm_medium=longform&utm_campaign=college-essay-masterclass&utm_content=the-best-way-to-start-%26-end-a-co",65100,The Best Way to Start &amp; End a College Essay! | Tips for Common App and Supplementals
YouTube,TJu_0V4z8xU,Morgan Yuan,UCMaPOfcM8aZjPQQ7JKfqjhg,*VERY REALISTIC* COLLEGE REACTIONS 2024 II i applied to 26+ colleges...,2024-04-12,519804,10017,423,PT26M18S,https://youtube.com/watch?v=TJu_0V4z8xU,how to get into college 2024,bay area college reaction|college|college decision|college decision reaction|college reaction,"Hey Guys! Here's the very very long awaited college reaction video! It was def something lol... Regardless, to all my seniors out there, we made it - yay!! Remember rejection is redirection and you'll",4540,*VERY REALISTIC* COLLEGE REACTIONS 2024 II i applied to 26+ colleges...
YouTube,YUTIatcKNjg,GeeksforGeeks,UC0RhatS1pyxInC00YKjjBqQ,Nothing to write in your Resume? | Watch this,2024-08-14,514227,27396,73,PT59S,https://youtube.com/watch?v=YUTIatcKNjg,how to build college resume high school,LIVE Coding classes|coding classes|Learn DSA|Resume Tips|No Experience,"What to write in your resume when you have no experience?

Explore Premium LIVE and Online Courses : 
https://practice.geeksforgeeks.org/courses/

Follow us for more fun, knowledge and resources:

📱 D",1200000,Nothing to write in your Resume? | Watch this
YouTube,SZjaaagJNlk,My Mini Vlogs,UC2jMqm3VaRQ5KgxtpEl2ARQ,Delhi University Seat Allotment #du #delhiuniversity #seatallotment #college #cuet,2023-08-02,511405,2711,207,PT20S,https://youtube.com/watch?v=SZjaaagJNlk,how to choose colleges to apply to,,,154,Delhi University Seat Allotment #du #delhiuniversity #seatallotment #college #cuet
YouTube,pO3xNvUkAqU,Ashton Herndon,UCWNMLFfMYNk7E-8JOCdKpEg,How Harvard Students Got Into Harvard  #harvard #college #university #collegeadmissions,2024-11-12,497345,9821,95,PT39S,https://youtube.com/watch?v=pO3xNvUkAqU,best extracurriculars for college,,,108000,How Harvard Students Got Into Harvard #harvard #college #university #collegeadmissions
YouTube,05pM0JQFUoo,Helaine Zhao,UCXicAYN7ZovOeynkxfLBUTQ,"COLLEGE DECISION REACTIONS 2024 (ivies, stanford, mit, t5, &amp; more!) | *no safeties…the end is crazy*",2024-04-07,497071,11214,542,PT9M28S,https://youtube.com/watch?v=05pM0JQFUoo,how to get into college 2024,,"hi everyone! Welcome to my college decisions reactions video :) 

I applied to a total of 12 schools (Stanford, USC, Caltech, MIT, Pomona, UCLA, UC Berkeley, UPenn, Columbia, Princeton, Yale, & Harvar",238000,"COLLEGE DECISION REACTIONS 2024 (ivies, stanford, mit, t5, &amp; more!) | *no safeties...the end is crazy*"
YouTube,JLStA8OkLAA,KL University,UCDpAsRnAnV6ey0r-BaIfzkA,KL University Admissions: Step By Step Guide To Online Application Process,2025-12-23,470187,17,0,PT1M49S,https://youtube.com/watch?v=JLStA8OkLAA,college application timeline guide,,"KL University - Online Application Guide
Are you ready to join KL University? 
🎓 This step-by-step guide walks you through the entire KL University Online Application Process for various Engineering, ",14100,KL University Admissions: Step By Step Guide To Online Application Process
YouTube,udA4oZSKrSE,BrayLights,UC3tqECdgW6afHCPigU71USg,2024 College Football’s Most Explosive Fights and Meltdowns,2025-06-27,469386,3112,0,PT19M40S,https://youtube.com/watch?v=udA4oZSKrSE,how to get into college 2024,,"The 2024 college football season brought the heat — and we’re not just talking about the scores. From brutal late hits to full-on scuffles, these were the most heated moments of the year. Rivalries bo",665,2024 College Football’s Most Explosive Fights and Meltdowns
YouTube,urnDpoRW9x0,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“How do I get an internship with ZERO experience?” (Ep. 10 of Mastering High School),2025-08-08,448329,22815,51,PT1M24S,https://youtube.com/watch?v=urnDpoRW9x0,summer programs for high school students,,,714000,“How do I get an internship with ZERO experience?” (Ep. 10 of Mastering High School)
YouTube,lQ8WOKeogas,Sarah Wu,UC1thnvmLI1wFI_ZENTZXwQA,Advice from an MIT admissions officer,2024-06-04,431313,12921,287,PT57S,https://youtube.com/watch?v=lQ8WOKeogas,college admissions process explained,,,111000,Advice from an MIT admissions officer
YouTube,mGvaEPrrMbo,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“How do I choose the right colleges and build an application theme at the SAME TIME?” 📝 (Ep. 1),2025-08-25,429343,19472,66,PT1M25S,https://youtube.com/watch?v=mGvaEPrrMbo,college admissions process explained,,,714000,“How do I choose the right colleges and build an application theme at the SAME TIME?” 📝 (Ep. 1)
YouTube,oRlTyX25m7w,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,How I Published 3 Research Papers in High School (secrets revealed),2024-06-16,425081,22663,361,PT15M21S,https://youtube.com/watch?v=oRlTyX25m7w,how to build college resume high school,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

Guide to publishing research as a high school student. 

Follow me on Instagram: https://www.instagram.com/pratikvangal

Video",102000,How I Published 3 Research Papers in High School (secrets revealed)
YouTube,e1RACSeqW3U,Career With Riwas ,UCgeOgQcMFGlWUuCe_xAGUeg,Top 10 Central University Under CUET #careerwithriwas #cuet #cuet2023 #cuetexam #centraluniversity,2023-04-12,421565,5687,50,PT28S,https://youtube.com/watch?v=e1RACSeqW3U,college admissions process explained,top 10 central university under CUET|top 5 colleges under CUET|CUET exam full details|CUET exam 2023|CUET exam full information,"In this video I'm going to show top 10 central university under CUET

Your Queries:-
top 10 central university under CUET
top 5 colleges under CUET
CUET exam full details
CUET exam 2023
CUET exam full",12500,Top 10 Central University Under CUET #careerwithriwas #cuet #cuet2023 #cuetexam #centraluniversity
YouTube,xudcyY06PiI,Jeff Su,UCwAnu01qlnVg1Ai2AbtTMaA,Why Your Cover Letter Gets Rejected (5 MISTAKES TO AVOID),2023-07-18,407823,10797,381,PT6M57S,https://youtube.com/watch?v=xudcyY06PiI,college application mistakes to avoid,Why You Struggle to Write a Strong Cover Letter|5 cover letter mistakes you must avoid with real examples|how not to write a cover letter|mistakes to avoid when writing cover letter|how to write a cover letter,"🎯 My free Job Search Toolkit: https://academy.jeffsu.org/job-search-toolkit?utm_source=youtube&utm_medium=video&utm_campaign=138

📑 Cover letter template and prompts can be found here ➡️ https://www.j",1680000,Why Your Cover Letter Gets Rejected (5 MISTAKES TO AVOID)
YouTube,0K5r_7KMmRk,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,How to create IVY LEAGUE EXTRACURRICULARS in 5 minutes,2024-05-18,404064,16047,863,PT5M4S,https://youtube.com/watch?v=0K5r_7KMmRk,how to build college resume high school,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,How to create IVY LEAGUE EXTRACURRICULARS in 5 minutes
YouTube,a3pZdJvhlzA,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,Top 3 Activities To Get Into Harvard,2024-06-27,386750,11685,81,PT28S,https://youtube.com/watch?v=a3pZdJvhlzA,how to build college resume high school,harvard,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co
follow me on instagram: https://www.instagram.com/pratik.vangal/
follow me on tiktok: https://www.tiktok.com/@preachingp",102000,Top 3 Activities To Get Into Harvard
YouTube,uTLMUijuHvg,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,Getting Into College With NO AWARDS &amp; HONORS,2023-08-21,385761,25285,135,PT1M,https://youtube.com/watch?v=uTLMUijuHvg,best extracurriculars for college,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,Getting Into College With NO AWARDS &amp; HONORS
YouTube,HEOGM5qWw84,Helaine Zhao,UCXicAYN7ZovOeynkxfLBUTQ,"STATS &amp; ECS THAT GOT ME INTO HARVARD, MIT, STANFORD, YALE + MORE!! *sat, gpa, aps, awards, ecs",2024-04-12,385283,10782,786,PT8M58S,https://youtube.com/watch?v=HEOGM5qWw84,common app essay that got me accepted,college|college application|stats|extracurriculars|college tips,"hi everyone! Welcome to my video sharing the stats and extracurriculars that got me into colleges like Harvard, MIT, Stanford, Yale, and more. I go over my SAT, GPA, APs, Ranking, Honors, and Extracur",238000,"STATS &amp; ECS THAT GOT ME INTO HARVARD, MIT, STANFORD, YALE + MORE!! *sat, gpa, aps, awards, ecs"
YouTube,XHRp9ngZy1A,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,AVOID THIS College Application MISTAKE,2024-09-23,385039,23000,103,PT48S,https://youtube.com/watch?v=XHRp9ngZy1A,college application mistakes to avoid,College|College admissons|student|high school|AP classes,College App 101 Guide: beacons.ai/mahadthementor,365000,AVOID THIS College Application MISTAKE
YouTube,zx1j-LP_XiA,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?),2025-04-14,380445,17117,571,PT16M44S,https://youtube.com/watch?v=zx1j-LP_XiA,common app essay that got me accepted,Ivy League admissions|how to get into Ivy League|common college application mistakes|Ivy League rejection reasons|college admissions tips,"7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?)

Download my Full Written Course on How to Get Into An Ivy League for FREE: https://www.ultimateivyleagueguide.c",714000,7 Deadly Mistakes That Get You REJECTED from Ivy League Schools (Are You Making These?)
YouTube,PngmQZLayZM,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,3 most OVERRATED extracurriculars on college applications,2025-03-05,368492,20197,81,PT51S,https://youtube.com/watch?v=PngmQZLayZM,best extracurriculars for college,,"Most students are wasting so much time on the wrong extracurriculars…

I almost did too—

until I realized that stacking my resume with random clubs and overpriced summer programs wasn’t going to get ",714000,3 most OVERRATED extracurriculars on college applications
YouTube,IYG9HzSEE5Y,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,How to get into Harvard Medical School as an International Student,2023-02-01,367693,9791,399,PT14M38S,https://youtube.com/watch?v=IYG9HzSEE5Y,college admissions process explained,crazy medusa|saloni verma|saloni verma official|how to get into harvard|how to get into harvard from india,"#harvard #studyabroad #scholarships #harvardmedicalschool

Harvard Medical School gives FULL scholarships (100%) to international students, but wait there's a catch- you need to get admitted first! l ",239000,How to get into Harvard Medical School as an International Student
YouTube,Bpa-ovGFpd4,Harvard Summer School,UCW2DdLBZCoUcRWH8ILl3uCQ,The Harvard Summer School Experience,2023-09-18,367397,180,0,PT1M48S,https://youtube.com/watch?v=Bpa-ovGFpd4,summer programs for high school students,harvard summer school|harvard summer|harvard|harvard university,Three Harvard Summer School students share what their experience was like studying at Harvard for the summer. Learn more about Harvard’s college programs for high school students: https://summer.harva,6400,The Harvard Summer School Experience
YouTube,-UGpypUrLUg,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,I wrote a successful college essay to Harvard in one hour (and here’s how),2024-07-29,361567,28946,101,PT44S,https://youtube.com/watch?v=-UGpypUrLUg,common app essay that got me accepted,,"HOW I WROTE A SUCCESSFUL HARVARD ESSAY IN ONE HOUR⬇️

Hi! I’m Elise, a current Harvard student and a Forbes-recognized college admissions counselor 👩🏻‍🎓

🔑 If you want an essay that’s streamlined and ",714000,I wrote a successful college essay to Harvard in one hour (and here’s how)
YouTube,MZ0XeefKWoE,Murrad on Run,UCnj05A7-L71QjMPnGabcLJw,"How I Wrote Essays that Got me into STANFORD 🇺🇸, OXFORD 🇬🇧 &amp; ROTMAN 🇨🇦",2024-05-18,355329,19290,435,PT8M23S,https://youtube.com/watch?v=MZ0XeefKWoE,common app essay that got me accepted,college applications|common app essay|common app|college application process|college application essay,"Secrets to crafting compelling essays that got me accepted into Stanford, Oxford, and Rotman! 
In this video, I'll share proven tips and strategies for writing standout university application essays. ",418000,"How I Wrote Essays that Got me into STANFORD 🇺🇸, OXFORD 🇬🇧 &amp; ROTMAN 🇨🇦"
YouTube,rwG6Ea5Erbc,Vedantu JEE Made Ejee,UC91RZv71f8p0VV2gaFI07pg,"Lovely Professional University (LPU) | Admission Process, Fees, Placements, Campus | Honest Review",2023-04-19,349412,8296,722,PT24M16S,https://youtube.com/watch?v=rwG6Ea5Erbc,college admissions process explained,lovely professional university|lpu|lpu campus tour|lpu university|lpu review,"🔴 Drishti (JEE 2026) - https://vdnt.in/Fjr8X
🔴 Manthan (JEE 2025) - https://vdnt.in/Fjr9q

⚡For Batch Admission Inquiry Fill the Form: https://vdnt.in/FjraB

🔴 Vedantu Pro Courses Enquiry - https://fo",2460000,"Lovely Professional University (LPU) | Admission Process, Fees, Placements, Campus | Honest Review"
YouTube,yV8YkwgCp7c,NCAA Championships,UCYbbpwosQ0a2d3ygPpruJ1w,Oklahoma vs. Texas: 2024 Women&#39;s College World Series finals Game 2 | FULL REPLAY,2024-06-09,341996,1501,88,PT2H25M12S,https://youtube.com/watch?v=yV8YkwgCp7c,how to get into college 2024,ncaa|ncaa sports|college sports|softball|ncaa softball,Oklahoma made history by becoming the first NCAA softball team to win four straight national titles after defeating Texas 8-4 in Game 2 of 2024 Women's College World Series championship. Watch the ful,560000,Oklahoma vs. Texas: 2024 Women&#39;s College World Series finals Game 2 | FULL REPLAY
YouTube,_Jde0DPXEYI,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The Personal Statement That Got Me Into EVERY IVY LEAGUE,2024-06-16,341952,16102,254,PT27M34S,https://youtube.com/watch?v=_Jde0DPXEYI,common app essay that got me accepted,ultimate ivy league|personal statement|how to write a personal statement|personal statement example|personal statement samples,"Download my Full Written Course on How to Get Into An Ivy League for FREE: https://www.ultimateivyleagueguide.com

Apply for 1-1 coaching with me if you want the best chance of getting into your dream",714000,The Personal Statement That Got Me Into EVERY IVY LEAGUE
YouTube,m2DeA59qJBo,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Ultimate Guide to Passion Projects (Ep. 11 of Mastering High School),2025-08-13,341290,17104,84,PT1M31S,https://youtube.com/watch?v=m2DeA59qJBo,how to build college resume high school,,,714000,Ultimate Guide to Passion Projects (Ep. 11 of Mastering High School)
YouTube,KucCs85_siQ,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,2024 ESPN COLLEGE FOOTBALL ANTHEM: Get By by Jelly Roll,2024-08-08,336103,5923,389,PT1M34S,https://youtube.com/watch?v=KucCs85_siQ,how to get into college 2024,college football espn|espn college football|college football|college football on espn|espn,"“Get By” by Jelly Roll is the 2024 Season ESPN College Football Anthem.
Pre-save ‘Get By’: https://jellyroll.lnk.to/getby

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ Get the ESPN App: http://",1330000,2024 ESPN COLLEGE FOOTBALL ANTHEM: Get By by Jelly Roll
YouTube,lRdw0KOpe4U,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The Extracurriculars Ivy Leagues Look For,2024-11-04,331515,24868,177,PT56S,https://youtube.com/watch?v=lRdw0KOpe4U,best extracurriculars for college,,"THE EXTRACURRICULARS THAT IVY LEAGUES WANT ⬇️

During high school, I thought that joining a bunch of extracurriculars was what admissions officers wanted ⚽️🏊🏻‍♀️🎹🎨

I mean, the more the better…right? ",714000,The Extracurriculars Ivy Leagues Look For
YouTube,9aNiWy-wEl4,ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,Jeremiah Smith HIGHLIGHTS from the 2024-25 College Football Playoff 🎥 | ESPN College Football,2025-05-30,331115,3884,338,PT6M47S,https://youtube.com/watch?v=9aNiWy-wEl4,how to get into college 2024,,"Check out these highlights from Ohio State WR Jeremiah Smith in the Buckeyes' College Football Playoff run that ended in a National Championship. 

✔️Subscribe to ESPN+ http://espnplus.com/youtube
✔️ ",1330000,Jeremiah Smith HIGHLIGHTS from the 2024-25 College Football Playoff 🎥 | ESPN College Football
YouTube,v7ma_3M4p8c,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,College Admissions: INSIDE the Decision Room,2024-06-27,330854,17794,69,PT58S,https://youtube.com/watch?v=v7ma_3M4p8c,college admissions process explained,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,College Admissions: INSIDE the Decision Room
YouTube,G6PpI2zlcbI,Limmytalks,UCNJS6U4h4oo-0q6OsMpu4Ag,Application of a STANFORD Admitted Student,2023-08-17,330365,8421,128,PT24S,https://youtube.com/watch?v=G6PpI2zlcbI,common app essay that got me accepted,College|college admission|college admission tips|applying to usa|university,"If you're a high school student and want to better understand how strong your application is, what your chances are to 40+ universities, and how to improve your application, go to dreamschool.ai and s",78600,Application of a STANFORD Admitted Student
YouTube,bqO1daFC8V0,Musa Khana,UCK9xq6UfEZUpIF0JyiL0a3Q,Complete Guide To Come To an American University for CHEAP! | Make your way to Land of opportunity,2023-10-06,319465,7941,262,PT21M56S,https://youtube.com/watch?v=bqO1daFC8V0,college application timeline guide,,"My Email:                       musakhantt@gmail.com
My instagram:               instagram.com/musakhanaa

I usually  post vlogs but wanted to help my fellow peers as situation is getting dire in Paki",89300,Complete Guide To Come To an American University for CHEAP! | Make your way to Land of opportunity
